F_PU10,F_PU11,L_T6,L_T7,P_J307,P_J317,S_PU10,S_PU11,ATTACK_FLAG
29.79,0.0,5.5,4.15,19.23,69.9,1.0,0.0,0
30.94,0.0,5.5,4.3,26.08,73.02,1.0,0.0,0
0.0,0.0,5.45,4.58,29.62,59.48,0.0,0.0,0
0.0,0.0,5.14,3.18,29.82,59.56,0.0,0.0,0
31.78,0.0,5.08,2.81,27.01,71.06,1.0,0.0,0
31.27,0.0,5.44,3.65,26.67,72.47,1.0,0.0,0
0.0,0.0,5.47,4.66,29.36,60.37,0.0,0.0,0
0.0,0.0,5.2,3.48,25.3,56.32,0.0,0.0,0
30.01,0.0,4.93,2.11,18.7,68.67,1.0,0.0,0
30.36,0.0,5.21,2.73,17.91,66.76,1.0,0.0,0
30.58,0.0,5.34,2.64,19.17,67.29,1.0,0.0,0
29.89,0.0,5.5,2.72,19.52,69.89,1.0,0.0,0
29.88,0.0,5.5,3.12,19.36,69.75,1.0,0.0,0
31.26,0.0,5.5,3.47,26.05,71.87,1.0,0.0,0
31.41,0.0,5.5,3.97,25.86,71.18,1.0,0.0,0
30.72,0.0,5.5,4.25,26.14,73.77,1.0,0.0,0
0.0,0.0,5.42,4.43,29.77,57.16,0.0,0.0,0
0.0,0.0,5.02,2.57,25.86,56.6,0.0,0.0,0
30.59,0.0,5.13,2.54,19.62,67.7,1.0,0.0,0
30.56,0.0,5.34,2.78,19.24,67.43,1.0,0.0,0
30.24,0.0,5.5,2.88,19.29,68.51,1.0,0.0,0
30.5,0.0,5.5,2.97,19.19,67.56,1.0,0.0,0
30.0,0.0,5.5,2.81,19.21,69.22,1.0,0.0,0
30.23,0.0,5.5,3.07,19.27,68.52,1.0,0.0,0
31.45,0.0,5.5,3.16,25.95,71.13,1.0,0.0,0
30.36,0.0,5.5,3.57,26.4,75.24,1.0,0.0,0
30.31,0.0,5.5,4.6,26.58,75.57,1.0,0.0,0
0.0,0.0,5.28,3.81,30.15,59.5,0.0,0.0,0
0.0,0.0,4.98,2.6,27.13,59.25,0.0,0.0,0
30.06,0.0,5.18,3.04,20.89,70.7,1.0,0.0,0
28.7,0.0,5.5,3.97,22.79,76.85,1.0,0.0,0
0.0,0.0,5.42,4.44,29.77,58.68,0.0,0.0,0
0.0,0.0,5.08,2.89,33.47,52.38,0.0,0.0,0
33.48,0.0,5.08,2.25,29.52,67.4,1.0,0.0,0
33.6,0.0,5.21,2.12,30.09,67.54,1.0,0.0,0
31.38,0.0,5.34,2.03,22.83,68.24,1.0,0.0,0
30.16,0.0,5.5,2.49,23.07,72.56,1.0,0.0,0
31.64,0.0,5.5,3.32,23.56,68.11,1.0,0.0,0
30.23,0.0,5.5,3.04,18.77,68.02,1.0,0.0,0
30.03,0.0,5.5,2.99,19.54,69.46,1.0,0.0,0
29.63,0.0,5.5,3.26,19.35,70.52,1.0,0.0,0
29.3,0.0,5.5,3.7,18.91,71.11,1.0,0.0,0
31.19,0.0,5.5,4.27,25.8,71.85,1.0,0.0,0
30.89,0.0,5.5,4.64,25.92,73.0,1.0,0.0,0
0.0,0.0,5.25,3.6,29.04,53.4,0.0,0.0,0
30.53,0.0,5.06,2.34,18.0,66.27,1.0,0.0,0
30.33,0.0,5.14,2.15,17.18,66.11,1.0,0.0,0
30.73,0.0,5.22,1.97,18.58,66.21,1.0,0.0,0
30.64,0.0,5.29,1.81,19.12,67.05,1.0,0.0,0
30.37,0.0,5.45,2.01,19.49,68.3,1.0,0.0,0
29.03,0.0,5.5,2.71,19.86,72.92,1.0,0.0,0
28.8,0.0,5.5,3.64,20.07,73.82,1.0,0.0,0
29.79,0.0,5.5,4.66,27.2,77.87,1.0,0.0,0
0.0,0.0,5.33,4.15,29.84,59.18,0.0,0.0,0
0.0,0.0,5.01,2.78,30.0,57.98,0.0,0.0,0
31.92,0.0,5.16,2.91,26.84,70.41,1.0,0.0,0
32.13,0.0,5.49,3.6,27.14,69.96,1.0,0.0,0
30.58,0.0,5.5,4.2,20.03,68.15,1.0,0.0,0
30.5,0.0,5.5,3.89,19.77,68.14,1.0,0.0,0
30.34,0.0,5.5,3.65,21.15,70.05,1.0,0.0,0
30.43,0.0,5.5,3.89,21.22,69.82,1.0,0.0,0
30.0,0.0,5.5,4.02,21.78,71.8,1.0,0.0,0
29.6,0.0,5.5,4.53,22.57,73.84,1.0,0.0,0
0.0,0.0,5.35,4.21,33.99,58.18,0.0,0.0,0
0.0,0.0,4.98,2.59,34.6,55.16,0.0,0.0,0
32.9,0.0,5.03,2.24,28.41,68.44,1.0,0.0,0
32.75,0.0,5.26,2.5,28.54,69.12,1.0,0.0,0
31.11,0.0,5.48,2.8,21.12,67.47,1.0,0.0,0
30.98,0.0,5.5,2.97,20.98,67.76,1.0,0.0,0
31.17,0.0,5.5,2.8,20.54,66.68,1.0,0.0,0
31.09,0.0,5.5,2.41,20.17,66.6,1.0,0.0,0
30.69,0.0,5.5,2.09,20.31,68.08,1.0,0.0,0
30.17,0.0,5.5,2.21,21.22,70.67,1.0,0.0,0
29.41,0.0,5.5,2.81,21.61,73.49,1.0,0.0,0
30.44,0.0,5.5,3.87,27.98,76.55,1.0,0.0,0
0.0,0.0,5.49,4.97,32.1,61.6,0.0,0.0,0
0.0,0.0,5.3,4.08,32.44,60.8,0.0,0.0,0
0.0,0.0,5.07,3.2,32.27,59.69,0.0,0.0,0
32.2,0.0,4.99,2.79,29.45,72.03,1.0,0.0,0
32.81,0.0,5.4,3.81,31.77,72.16,1.0,0.0,0
0.0,0.0,5.5,4.82,28.68,59.36,0.0,0.0,0
0.0,0.0,5.17,3.29,28.56,54.51,0.0,0.0,0
31.35,0.0,4.99,2.15,21.87,67.41,1.0,0.0,0
31.38,0.0,5.18,2.31,21.95,67.36,1.0,0.0,0
31.52,0.0,5.35,2.41,21.8,66.73,1.0,0.0,0
31.35,0.0,5.43,2.21,21.55,67.08,1.0,0.0,0
32.3,0.0,5.5,2.34,28.57,70.76,1.0,0.0,0
32.48,0.0,5.5,2.75,28.47,70.05,1.0,0.0,0
32.14,0.0,5.5,2.91,25.77,68.55,1.0,0.0,0
30.43,0.0,5.5,2.78,17.88,66.49,1.0,0.0,0
30.42,0.0,5.5,2.41,17.81,66.43,1.0,0.0,0
30.17,0.0,5.5,2.12,17.73,67.17,1.0,0.0,0
30.39,0.0,5.5,2.09,17.39,66.13,1.0,0.0,0
30.33,0.0,5.5,1.81,17.12,66.05,1.0,0.0,0
30.18,0.0,5.5,1.68,18.89,68.31,1.0,0.0,0
29.99,0.0,5.5,1.97,19.0,69.04,1.0,0.0,0
29.75,0.0,5.5,2.35,18.58,69.4,1.0,0.0,0
29.02,0.0,5.5,2.75,19.54,72.62,1.0,0.0,0
30.55,0.0,5.5,3.75,25.78,73.98,1.0,0.0,0
29.66,0.0,5.5,4.57,26.17,77.26,1.0,0.0,0
0.0,0.0,5.32,4.03,30.05,60.35,0.0,0.0,0
0.0,0.0,5.06,3.01,30.77,59.72,0.0,0.0,0
31.31,0.0,4.96,2.59,26.81,72.47,1.0,0.0,0
30.52,0.0,5.37,3.72,20.23,68.54,1.0,0.0,0
30.04,0.0,5.5,4.03,20.19,70.05,1.0,0.0,0
30.15,0.0,5.5,4.22,19.77,69.29,1.0,0.0,0
29.57,0.0,5.5,4.2,20.03,71.4,1.0,0.0,0
29.76,0.0,5.5,4.64,20.2,70.98,1.0,0.0,0
0.0,0.0,5.34,4.03,26.12,57.41,0.0,0.0,0
32.93,0.0,5.03,2.54,26.87,66.79,1.0,0.0,0
32.57,0.0,5.1,2.18,26.73,67.97,1.0,0.0,0
32.41,0.0,5.3,2.36,26.79,68.6,1.0,0.0,0
30.94,0.0,5.5,2.6,19.95,66.86,1.0,0.0,0
30.3,0.0,5.5,2.58,20.2,69.24,1.0,0.0,0
30.13,0.0,5.5,2.86,20.3,69.89,1.0,0.0,0
30.26,0.0,5.5,3.23,19.5,68.66,1.0,0.0,0
30.38,0.0,5.5,3.27,19.94,68.71,1.0,0.0,0
30.27,0.0,5.5,3.32,20.62,69.76,1.0,0.0,0
30.42,0.0,5.5,3.56,20.65,69.28,1.0,0.0,0
32.37,0.0,5.5,3.69,28.52,70.5,1.0,0.0,0
31.89,0.0,5.5,3.82,28.98,72.63,1.0,0.0,0
31.94,0.0,5.5,4.34,30.63,74.12,1.0,0.0,0
0.0,0.0,5.41,4.4,35.11,59.3,0.0,0.0,0
0.0,0.0,5.09,3.0,30.92,58.64,0.0,0.0,0
31.07,0.0,5.09,2.73,24.63,71.1,1.0,0.0,0
30.52,0.0,5.46,3.63,23.01,71.32,1.0,0.0,0
0.0,0.0,5.5,4.87,32.67,58.88,0.0,0.0,0
0.0,0.0,5.14,3.21,31.82,58.5,0.0,0.0,0
32.67,0.0,5.12,2.82,28.47,69.36,1.0,0.0,0
32.62,0.0,5.39,3.21,27.04,68.1,1.0,0.0,0
31.59,0.0,5.5,3.22,27.23,71.91,1.0,0.0,0
28.93,0.0,5.5,3.58,19.58,72.93,1.0,0.0,0
29.55,0.0,5.5,4.4,19.42,70.86,1.0,0.0,0
30.02,0.0,5.5,4.71,19.13,69.06,1.0,0.0,0
29.06,0.0,5.5,4.54,19.65,72.62,1.0,0.0,0
0.0,0.0,5.34,4.08,25.03,56.7,0.0,0.0,0
30.31,0.0,5.02,2.51,18.82,67.8,1.0,0.0,0
31.89,0.0,5.26,2.87,25.48,69.15,1.0,0.0,0
31.5,0.0,5.5,3.3,25.3,70.32,1.0,0.0,0
31.83,0.0,5.5,3.54,25.56,69.42,1.0,0.0,0
30.38,0.0,5.5,3.53,18.93,67.69,1.0,0.0,0
30.39,0.0,5.5,3.28,19.01,67.76,1.0,0.0,0
30.51,0.0,5.5,3.1,18.58,66.92,1.0,0.0,0
30.21,0.0,5.5,2.76,19.01,68.34,1.0,0.0,0
29.71,0.0,5.5,2.84,19.27,70.19,1.0,0.0,0
29.53,0.0,5.5,3.29,19.66,71.15,1.0,0.0,0
28.72,0.0,5.5,3.84,20.0,73.99,1.0,0.0,0
0.0,0.0,5.49,4.73,30.2,60.74,0.0,0.0,0
0.0,0.0,5.24,3.64,30.17,59.71,0.0,0.0,0
0.0,0.0,4.96,2.53,30.86,57.38,0.0,0.0,0
32.51,0.0,5.24,3.04,29.17,70.62,1.0,0.0,0
31.52,0.0,5.5,3.76,29.73,74.68,1.0,0.0,0
29.52,0.0,5.5,4.53,21.92,73.45,1.0,0.0,0
0.0,0.0,5.3,3.86,28.39,53.51,0.0,0.0,0
31.35,0.0,5.04,2.35,21.58,67.11,1.0,0.0,0
31.23,0.0,5.19,2.37,22.13,68.08,1.0,0.0,0
31.18,0.0,5.42,2.68,23.13,69.22,1.0,0.0,0
31.46,0.0,5.5,3.4,23.62,68.77,1.0,0.0,0
32.47,0.0,5.5,3.43,30.74,72.33,1.0,0.0,0
31.92,0.0,5.5,3.89,28.58,72.13,1.0,0.0,0
32.14,0.0,5.5,4.3,28.91,71.68,1.0,0.0,0
31.49,0.0,5.5,4.55,28.95,73.98,1.0,0.0,0
0.0,0.0,5.29,3.79,28.14,55.99,0.0,0.0,0
31.4,0.0,5.06,2.51,21.03,66.38,1.0,0.0,0
31.23,0.0,5.12,2.19,21.15,67.09,1.0,0.0,0
31.37,0.0,5.28,2.25,20.66,66.13,1.0,0.0,0
31.34,0.0,5.27,1.86,20.86,66.41,1.0,0.0,0
31.21,0.0,5.35,1.72,20.64,66.64,1.0,0.0,0
31.15,0.0,5.46,1.72,20.98,67.18,1.0,0.0,0
31.53,0.0,5.5,2.13,27.66,72.58,1.0,0.0,0
31.17,0.0,5.5,2.91,28.34,74.49,1.0,0.0,0
30.5,0.0,5.5,3.87,28.59,76.95,1.0,0.0,0
0.0,0.0,5.49,4.94,31.79,60.73,0.0,0.0,0
0.0,0.0,5.24,3.79,28.64,58.83,0.0,0.0,0
31.5,0.0,4.91,2.41,24.09,69.3,1.0,0.0,0
31.46,0.0,5.21,3.0,23.84,68.98,1.0,0.0,0
31.52,0.0,5.47,3.38,22.16,67.11,1.0,0.0,0
30.3,0.0,5.5,3.11,22.3,71.32,1.0,0.0,0
30.79,0.0,5.5,3.65,21.42,68.84,1.0,0.0,0
31.94,0.0,5.5,3.7,28.84,72.33,1.0,0.0,0
30.35,0.0,5.5,4.18,29.21,78.08,1.0,0.0,0
0.0,0.0,5.38,4.22,32.77,59.32,0.0,0.0,0
0.0,0.0,5.06,2.87,28.38,53.44,0.0,0.0,0
30.54,0.0,5.05,2.27,19.53,67.78,1.0,0.0,0
30.71,0.0,5.27,2.6,19.2,66.87,1.0,0.0,0
30.7,0.0,5.39,2.53,19.42,67.12,1.0,0.0,0
29.65,0.0,5.5,2.59,19.27,70.4,1.0,0.0,0
28.83,0.0,5.5,3.12,18.53,72.18,1.0,0.0,0
30.0,0.0,5.5,3.91,18.29,68.31,1.0,0.0,0
31.59,0.0,5.5,3.83,25.58,70.29,1.0,0.0,0
31.15,0.0,5.5,3.96,24.73,70.94,1.0,0.0,0
31.34,0.0,5.5,4.23,24.42,69.99,1.0,0.0,0
29.27,0.0,5.5,4.19,19.23,71.53,1.0,0.0,0
29.34,0.0,5.5,4.67,19.68,71.77,1.0,0.0,0
0.0,0.0,5.32,4.04,25.37,59.21,0.0,0.0,0
0.0,0.0,5.01,2.7,25.75,58.68,0.0,0.0,0
29.56,0.0,5.21,3.08,20.44,71.85,1.0,0.0,0
29.54,0.0,5.5,4.41,27.53,78.98,1.0,0.0,0
0.0,0.0,5.38,4.44,30.11,60.97,0.0,0.0,0
0.0,0.0,5.16,3.5,30.06,56.5,0.0,0.0,0
32.96,0.0,4.9,2.19,26.62,66.45,1.0,0.0,0
31.07,0.0,4.93,1.78,19.98,66.45,1.0,0.0,0
31.08,0.0,5.05,1.76,20.02,66.45,1.0,0.0,0
30.97,0.0,5.17,1.74,21.26,68.06,1.0,0.0,0
31.06,0.0,5.41,2.19,21.41,67.93,1.0,0.0,0
30.36,0.0,5.5,2.62,22.27,71.12,1.0,0.0,0
30.11,0.0,5.5,3.21,21.92,71.57,1.0,0.0,0
32.21,0.0,5.5,3.83,29.39,71.93,1.0,0.0,0
32.38,0.0,5.5,4.2,30.19,72.11,1.0,0.0,0
31.55,0.0,5.5,4.5,28.34,73.18,1.0,0.0,0
0.0,0.0,5.4,4.44,31.22,58.11,0.0,0.0,0
0.0,0.0,5.04,2.77,27.46,53.94,0.0,0.0,0
31.01,0.0,5.08,2.35,20.39,67.05,1.0,0.0,0
31.08,0.0,5.23,2.39,20.18,66.62,1.0,0.0,0
31.02,0.0,5.33,2.23,20.34,66.99,1.0,0.0,0
30.58,0.0,5.47,2.25,20.13,68.24,1.0,0.0,0
30.24,0.0,5.5,2.88,20.79,70.01,1.0,0.0,0
29.57,0.0,5.5,3.25,21.26,72.61,1.0,0.0,0
30.47,0.0,5.5,4.05,27.69,76.16,1.0,0.0,0
0.0,0.0,5.43,4.51,31.35,59.77,0.0,0.0,0
0.0,0.0,5.14,3.2,32.01,59.57,0.0,0.0,0
32.32,0.0,5.02,2.68,28.29,70.44,1.0,0.0,0
32.25,0.0,5.36,3.38,28.23,70.63,1.0,0.0,0
31.55,0.0,5.5,4.18,28.84,73.68,1.0,0.0,0
30.18,0.0,5.5,4.71,22.62,72.04,1.0,0.0,0
0.0,0.0,5.22,3.47,29.85,57.38,0.0,0.0,0
31.65,0.0,5.09,2.64,22.51,67.01,1.0,0.0,0
31.54,0.0,5.22,2.5,22.92,67.77,1.0,0.0,0
31.26,0.0,5.41,2.65,22.11,67.95,1.0,0.0,0
32.07,0.0,5.5,2.99,29.01,72.01,1.0,0.0,0
31.84,0.0,5.5,3.52,29.23,73.04,1.0,0.0,0
31.07,0.0,5.5,4.14,27.37,73.86,1.0,0.0,0
0.0,0.0,5.5,4.85,30.63,58.64,0.0,0.0,0
0.0,0.0,5.13,3.15,26.14,56.92,0.0,0.0,0
30.59,0.0,5.04,2.43,19.66,67.75,1.0,0.0,0
30.57,0.0,5.26,2.71,19.38,67.53,1.0,0.0,0
30.32,0.0,5.44,2.85,18.42,67.38,1.0,0.0,0
30.56,0.0,5.5,3.04,18.08,66.26,1.0,0.0,0
30.46,0.0,5.46,2.51,17.66,66.18,1.0,0.0,0
30.34,0.0,5.47,2.16,17.52,66.41,1.0,0.0,0
29.45,0.0,5.5,2.12,19.84,71.58,1.0,0.0,0
30.42,0.0,5.5,3.02,26.3,74.95,1.0,0.0,0
29.95,0.0,5.5,4.08,26.62,76.78,1.0,0.0,0
0.0,0.0,5.4,4.35,30.18,60.28,0.0,0.0,0
0.0,0.0,5.14,3.22,30.93,60.17,0.0,0.0,0
31.73,0.0,4.89,2.41,27.89,72.17,1.0,0.0,0
31.84,0.0,5.3,3.53,27.63,71.45,1.0,0.0,0
28.99,0.0,5.5,4.39,21.16,74.33,1.0,0.0,0
0.0,0.0,5.35,4.08,26.82,57.76,0.0,0.0,0
31.24,0.0,4.97,2.4,21.5,67.47,1.0,0.0,0
31.22,0.0,5.16,2.55,21.64,67.6,1.0,0.0,0
31.41,0.0,5.35,2.68,21.72,67.03,1.0,0.0,0
33.21,0.0,5.49,2.61,29.31,68.23,1.0,0.0,0
32.81,0.0,5.5,2.85,30.02,70.39,1.0,0.0,0
32.44,0.0,5.5,3.07,30.35,72.04,1.0,0.0,0
30.78,0.0,5.5,3.45,22.5,69.97,1.0,0.0,0
30.27,0.0,5.5,3.67,21.14,70.27,1.0,0.0,0
30.71,0.0,5.5,3.94,20.78,68.46,1.0,0.0,0
30.75,0.0,5.5,3.74,20.76,68.3,1.0,0.0,0
30.75,0.0,5.5,3.55,20.84,68.38,1.0,0.0,0
30.79,0.0,5.5,3.41,20.32,67.73,1.0,0.0,0
30.31,0.0,5.5,3.16,20.72,69.72,1.0,0.0,0
30.79,0.0,5.5,3.42,20.65,68.07,1.0,0.0,0
31.68,0.0,5.5,3.32,27.5,71.89,1.0,0.0,0
31.4,0.0,5.5,3.81,27.57,72.93,1.0,0.0,0
30.91,0.0,5.5,4.4,27.77,74.77,1.0,0.0,0
0.0,0.0,5.34,4.01,30.97,59.74,0.0,0.0,0
0.0,0.0,5.05,2.82,27.5,58.97,0.0,0.0,0
30.04,0.0,5.2,3.05,22.08,71.97,1.0,0.0,0
29.16,0.0,5.5,4.26,22.33,74.97,1.0,0.0,0
0.0,0.0,5.43,4.65,31.55,58.94,0.0,0.0,0
0.0,0.0,5.1,3.11,31.63,57.26,0.0,0.0,0
33.35,0.0,5.05,2.55,29.99,68.36,1.0,0.0,0
33.62,0.0,5.26,2.68,29.84,67.22,1.0,0.0,0
31.62,0.0,5.33,2.32,22.58,67.17,1.0,0.0,0
31.38,0.0,5.47,2.3,21.89,67.32,1.0,0.0,0
30.48,0.0,5.5,2.49,21.69,70.11,1.0,0.0,0
29.67,0.0,5.5,2.92,22.12,73.17,1.0,0.0,0
30.2,0.0,5.5,3.81,21.81,71.15,1.0,0.0,0
30.04,0.0,5.5,4.22,22.12,71.99,1.0,0.0,0
31.11,0.0,5.5,4.69,26.58,72.94,1.0,0.0,0
0.0,0.0,5.21,3.47,30.25,57.08,0.0,0.0,0
32.43,0.0,5.1,2.64,26.46,68.2,1.0,0.0,0
32.38,0.0,5.31,2.8,25.55,67.46,1.0,0.0,0
30.5,0.0,5.44,2.67,17.9,66.27,1.0,0.0,0
30.42,0.0,5.46,2.32,17.64,66.27,1.0,0.0,0
30.33,0.0,5.5,2.1,17.57,66.49,1.0,0.0,0
29.88,0.0,5.5,1.91,17.59,67.96,1.0,0.0,0
29.77,0.0,5.5,2.13,19.24,69.98,1.0,0.0,0
29.31,0.0,5.5,2.66,19.54,71.72,1.0,0.0,0
29.06,0.0,5.5,3.41,19.83,72.78,1.0,0.0,0
28.2,0.0,5.5,4.23,20.32,75.87,1.0,0.0,0
0.0,0.0,5.39,4.33,30.28,61.21,0.0,0.0,0
0.0,0.0,5.18,3.51,30.69,59.98,0.0,0.0,0
0.0,0.0,4.91,2.54,30.47,58.71,0.0,0.0,0
31.79,0.0,5.11,2.91,26.97,70.99,1.0,0.0,0
31.92,0.0,5.47,3.72,26.96,70.5,1.0,0.0,0
29.71,0.0,5.5,4.53,20.18,71.1,1.0,0.0,0
0.0,0.0,5.45,4.55,26.05,57.75,0.0,0.0,0
0.0,0.0,5.06,2.78,28.11,55.61,0.0,0.0,0
31.19,0.0,5.15,2.58,21.77,67.83,1.0,0.0,0
30.93,0.0,5.36,2.78,21.65,68.61,1.0,0.0,0
29.78,0.0,5.5,3.27,21.99,72.71,1.0,0.0,0
31.99,0.0,5.5,4.15,30.08,73.4,1.0,0.0,0
31.86,0.0,5.5,4.72,30.06,73.82,1.0,0.0,0
0.0,0.0,5.17,3.26,31.43,56.85,0.0,0.0,0
31.0,0.0,5.13,2.67,21.36,68.06,1.0,0.0,0
30.87,0.0,5.35,2.93,20.46,67.61,1.0,0.0,0
30.83,0.0,5.5,3.04,20.68,67.96,1.0,0.0,0
30.62,0.0,5.5,2.92,20.52,68.5,1.0,0.0,0
30.65,0.0,5.5,2.96,19.9,67.77,1.0,0.0,0
30.64,0.0,5.5,2.83,20.34,68.25,1.0,0.0,0
30.53,0.0,5.5,2.84,20.14,68.41,1.0,0.0,0
30.95,0.0,5.5,2.94,27.42,74.31,1.0,0.0,0
30.46,0.0,5.5,3.89,27.64,76.15,1.0,0.0,0
0.0,0.0,5.5,4.99,31.13,60.62,0.0,0.0,0
0.0,0.0,5.23,3.75,31.91,60.42,0.0,0.0,0
0.0,0.0,4.99,2.84,31.61,59.09,0.0,0.0,0
30.67,0.0,5.14,3.08,21.76,69.56,1.0,0.0,0
30.68,0.0,5.45,3.67,21.52,69.3,1.0,0.0,0
29.64,0.0,5.5,4.31,22.97,74.13,1.0,0.0,0
0.0,0.0,5.38,4.22,29.56,56.17,0.0,0.0,0
31.64,0.0,5.03,2.5,22.63,67.17,1.0,0.0,0
33.35,0.0,5.2,2.52,30.86,69.24,1.0,0.0,0
33.17,0.0,5.46,2.86,29.29,68.36,1.0,0.0,0
32.71,0.0,5.5,3.06,29.16,69.9,1.0,0.0,0
31.74,0.0,5.5,3.16,29.64,73.8,1.0,0.0,0
30.3,0.0,5.5,3.82,22.16,71.19,1.0,0.0,0
29.4,0.0,5.5,4.19,19.6,71.49,1.0,0.0,0
29.67,0.0,5.5,4.66,19.61,70.67,1.0,0.0,0
0.0,0.0,5.4,4.35,25.95,56.71,0.0,0.0,0
30.53,0.0,4.98,2.41,18.01,66.32,1.0,0.0,0
30.56,0.0,5.08,2.24,17.76,65.94,1.0,0.0,0
30.4,0.0,5.11,1.92,17.27,65.97,1.0,0.0,0
32.44,0.0,5.21,1.8,25.03,66.73,1.0,0.0,0
32.17,0.0,5.3,1.66,24.59,67.25,1.0,0.0,0
32.08,0.0,5.45,1.77,25.78,68.76,1.0,0.0,0
29.49,0.0,5.5,2.4,19.77,71.38,1.0,0.0,0
28.75,0.0,5.5,3.13,19.97,73.86,1.0,0.0,0
28.3,0.0,5.5,4.15,20.31,75.55,1.0,0.0,0
0.0,0.0,5.44,4.72,26.25,61.0,0.0,0.0,0
0.0,0.0,5.21,3.7,30.32,59.27,0.0,0.0,0
31.92,0.0,4.93,2.52,26.92,70.48,1.0,0.0,0
31.72,0.0,5.28,3.29,26.41,70.66,1.0,0.0,0
31.41,0.0,5.5,4.09,27.22,72.53,1.0,0.0,0
31.38,0.0,5.5,4.58,26.92,72.34,1.0,0.0,0
0.0,0.0,5.4,4.36,26.06,57.45,0.0,0.0,0
0.0,0.0,5.01,2.57,26.25,56.06,0.0,0.0,0
31.22,0.0,5.05,2.28,20.26,66.24,1.0,0.0,0
30.41,0.0,5.11,2.0,20.4,69.06,1.0,0.0,0
30.58,0.0,5.41,2.7,20.09,68.21,1.0,0.0,0
31.23,0.0,5.5,3.2,26.73,72.67,1.0,0.0,0
30.89,0.0,5.5,3.86,27.02,74.09,1.0,0.0,0
30.75,0.0,5.5,4.66,26.92,74.45,1.0,0.0,0
0.0,0.0,5.23,3.53,30.47,57.37,0.0,0.0,0
31.11,0.0,5.08,2.61,20.19,66.54,1.0,0.0,0
31.46,0.0,5.17,2.38,21.35,66.51,1.0,0.0,0
31.24,0.0,5.25,2.14,20.84,66.74,1.0,0.0,0
31.21,0.0,5.36,2.07,20.93,66.92,1.0,0.0,0
31.48,0.0,5.49,2.08,21.6,66.69,1.0,0.0,0
30.75,0.0,5.5,2.04,22.16,69.7,1.0,0.0,0
30.57,0.0,5.5,2.46,22.75,70.88,1.0,0.0,0
31.15,0.0,5.5,3.13,31.29,77.51,1.0,0.0,0
30.31,0.0,5.5,4.42,29.22,78.23,1.0,0.0,0
0.0,0.0,5.37,4.39,32.64,60.82,0.0,0.0,0
0.0,0.0,5.14,3.42,32.47,60.97,0.0,0.0,0
0.0,0.0,4.94,2.89,31.66,58.63,0.0,0.0,0
30.97,0.0,5.06,2.98,21.01,67.83,1.0,0.0,0
30.64,0.0,5.27,3.12,19.46,67.39,1.0,0.0,0
30.85,0.0,5.43,3.1,19.42,66.64,1.0,0.0,0
30.78,0.0,5.48,2.75,19.34,66.8,1.0,0.0,0
30.3,0.0,5.5,2.65,19.47,68.5,1.0,0.0,0
29.74,0.0,5.5,2.78,19.33,70.15,1.0,0.0,0
31.45,0.0,5.5,3.29,26.3,71.49,1.0,0.0,0
31.25,0.0,5.5,3.74,26.14,72.0,1.0,0.0,0
31.19,0.0,5.5,4.21,26.01,72.06,1.0,0.0,0
31.11,0.0,5.5,4.63,25.74,72.08,1.0,0.0,0
0.0,0.0,5.4,4.34,24.98,58.02,0.0,0.0,0
0.0,0.0,5.03,2.67,24.81,55.22,0.0,0.0,0
30.86,0.0,5.03,2.2,18.94,66.12,1.0,0.0,0
30.81,0.0,5.09,1.94,18.95,66.29,1.0,0.0,0
30.88,0.0,5.19,1.83,18.74,65.86,1.0,0.0,0
30.95,0.0,5.19,1.52,18.77,65.64,1.0,0.0,0
30.88,0.0,5.15,1.15,18.91,66.01,1.0,0.0,0
32.31,0.0,5.27,1.21,25.63,67.8,1.0,0.0,0
32.02,0.0,5.47,1.56,26.1,69.28,1.0,0.0,0
30.56,0.0,5.5,2.47,26.46,74.66,1.0,0.0,0
28.81,0.0,5.5,3.52,20.56,74.28,1.0,0.0,0
28.17,0.0,5.5,4.55,20.9,76.53,1.0,0.0,0
0.0,0.0,5.33,4.08,26.29,59.36,0.0,0.0,0
0.0,0.0,5.03,2.77,26.79,58.04,0.0,0.0,0
32.44,0.0,5.18,2.91,29.44,71.16,1.0,0.0,0
31.54,0.0,5.5,3.74,29.45,74.34,1.0,0.0,0
31.52,0.0,5.5,4.54,29.67,74.6,1.0,0.0,0
0.0,0.0,5.28,3.75,33.51,55.47,0.0,0.0,0
31.22,0.0,5.06,2.48,22.04,68.0,1.0,0.0,0
31.36,0.0,5.28,2.75,22.08,67.56,1.0,0.0,0
31.41,0.0,5.45,2.8,22.65,67.98,1.0,0.0,0
30.46,0.0,5.5,3.1,23.26,71.75,1.0,0.0,0
29.95,0.0,5.5,3.68,21.99,72.16,1.0,0.0,0
30.01,0.0,5.5,4.3,21.83,71.81,1.0,0.0,0
31.68,0.0,5.5,4.75,28.53,72.9,1.0,0.0,0
0.0,0.0,5.15,3.15,31.52,57.35,0.0,0.0,0
33.0,0.0,5.16,2.77,28.33,68.01,1.0,0.0,0
32.99,0.0,5.34,2.77,28.24,67.97,1.0,0.0,0
31.31,0.0,5.48,2.68,20.79,66.45,1.0,0.0,0
31.21,0.0,5.49,2.28,20.12,66.12,1.0,0.0,0
31.26,0.0,5.44,1.82,20.38,66.21,1.0,0.0,0
30.79,0.0,5.47,1.59,21.24,68.67,1.0,0.0,0
29.58,0.0,5.5,2.45,21.7,73.04,1.0,0.0,0
